ID	VALID	TRANSACTIONAL_PROFILE_CODE	TRANSACTIONAL_PROFILE_NAME	APPLICATION_CODE	APPLICATION_NAME	APPLICATION_AUTOMATIC	RISK_LEVEL	COMMENTS	FIELD_NAME	STATUS
17457	1	AT_LOGIFLOW_004	ACCESO A LOGIFLOW 004	LOGIFLOW	LOGIFLOW	1	BAJO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17458	1	AT_LOGIFLOW_005	ACCESO A LOGIFLOW 005	LOGIFLOW	LOGIFLOW	1	BAJO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17458	1	AT_LOGIFLOW_005	ACCESO A LOGIFLOW 005	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO ATRIBUTO	ACTIVO
17458	1	AT_LOGIFLOW_005	ACCESO A LOGIFLOW 005	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO HORARIO	ACTIVO
17458	1	AT_LOGIFLOW_005	ACCESO A LOGIFLOW 005	LOGIFLOW	LOGIFLOW	1	BAJO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17458	1	AT_LOGIFLOW_005	ACCESO A LOGIFLOW 005	LOGIFLOW	LOGIFLOW	1	BAJO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17459	1	AT_LOGIFLOW_006	ACCESO A LOGIFLOW 006	LOGIFLOW	LOGIFLOW	1	BAJO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17459	1	AT_LOGIFLOW_006	ACCESO A LOGIFLOW 006	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO ATRIBUTO	ACTIVO
17459	1	AT_LOGIFLOW_006	ACCESO A LOGIFLOW 006	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO HORARIO	ACTIVO
17459	1	AT_LOGIFLOW_006	ACCESO A LOGIFLOW 006	LOGIFLOW	LOGIFLOW	1	BAJO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17459	1	AT_LOGIFLOW_006	ACCESO A LOGIFLOW 006	LOGIFLOW	LOGIFLOW	1	BAJO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17460	1	AT_LOGIFLOW_007	ACCESO A LOGIFLOW 007	LOGIFLOW	LOGIFLOW	1	ALTO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17460	1	AT_LOGIFLOW_007	ACCESO A LOGIFLOW 007	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO ATRIBUTO	ACTIVO
17460	1	AT_LOGIFLOW_007	ACCESO A LOGIFLOW 007	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO HORARIO	ACTIVO
17460	1	AT_LOGIFLOW_007	ACCESO A LOGIFLOW 007	LOGIFLOW	LOGIFLOW	1	ALTO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17460	1	AT_LOGIFLOW_007	ACCESO A LOGIFLOW 007	LOGIFLOW	LOGIFLOW	1	ALTO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17462	1	AT_LOGIFLOW_009	ACCESO A LOGIFLOW 009	LOGIFLOW	LOGIFLOW	1	ALTO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17462	1	AT_LOGIFLOW_009	ACCESO A LOGIFLOW 009	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO ATRIBUTO	ACTIVO
17462	1	AT_LOGIFLOW_009	ACCESO A LOGIFLOW 009	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO HORARIO	ACTIVO
17462	1	AT_LOGIFLOW_009	ACCESO A LOGIFLOW 009	LOGIFLOW	LOGIFLOW	1	ALTO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17462	1	AT_LOGIFLOW_009	ACCESO A LOGIFLOW 009	LOGIFLOW	LOGIFLOW	1	ALTO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17463	1	AT_LOGIFLOW_010	ACCESO A LOGIFLOW 010	LOGIFLOW	LOGIFLOW	1	ALTO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17463	1	AT_LOGIFLOW_010	ACCESO A LOGIFLOW 010	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO ATRIBUTO	ACTIVO
17463	1	AT_LOGIFLOW_010	ACCESO A LOGIFLOW 010	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO HORARIO	ACTIVO
17463	1	AT_LOGIFLOW_010	ACCESO A LOGIFLOW 010	LOGIFLOW	LOGIFLOW	1	ALTO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17463	1	AT_LOGIFLOW_010	ACCESO A LOGIFLOW 010	LOGIFLOW	LOGIFLOW	1	ALTO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17465	1	AT_LOGIFLOW_012	ACCESO A LOGIFLOW 012	LOGIFLOW	LOGIFLOW	1	ALTO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17465	1	AT_LOGIFLOW_012	ACCESO A LOGIFLOW 012	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO ATRIBUTO	ACTIVO
17465	1	AT_LOGIFLOW_012	ACCESO A LOGIFLOW 012	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO HORARIO	ACTIVO
17465	1	AT_LOGIFLOW_012	ACCESO A LOGIFLOW 012	LOGIFLOW	LOGIFLOW	1	ALTO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17465	1	AT_LOGIFLOW_012	ACCESO A LOGIFLOW 012	LOGIFLOW	LOGIFLOW	1	ALTO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17466	1	AT_LOGIFLOW_013	ACCESO A LOGIFLOW 013	LOGIFLOW	LOGIFLOW	1	BAJO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17466	1	AT_LOGIFLOW_013	ACCESO A LOGIFLOW 013	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO ATRIBUTO	ACTIVO
17466	1	AT_LOGIFLOW_013	ACCESO A LOGIFLOW 013	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO HORARIO	ACTIVO
17466	1	AT_LOGIFLOW_013	ACCESO A LOGIFLOW 013	LOGIFLOW	LOGIFLOW	1	BAJO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17466	1	AT_LOGIFLOW_013	ACCESO A LOGIFLOW 013	LOGIFLOW	LOGIFLOW	1	BAJO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17468	1	AT_LOGIFLOW_015	ACCESO A LOGIFLOW 015	LOGIFLOW	LOGIFLOW	1	BAJO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17468	1	AT_LOGIFLOW_015	ACCESO A LOGIFLOW 015	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO ATRIBUTO	ACTIVO
17468	1	AT_LOGIFLOW_015	ACCESO A LOGIFLOW 015	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO HORARIO	ACTIVO
17468	1	AT_LOGIFLOW_015	ACCESO A LOGIFLOW 015	LOGIFLOW	LOGIFLOW	1	BAJO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17468	1	AT_LOGIFLOW_015	ACCESO A LOGIFLOW 015	LOGIFLOW	LOGIFLOW	1	BAJO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17469	1	AT_LOGIFLOW_016	ACCESO A LOGIFLOW 016	LOGIFLOW	LOGIFLOW	1	BAJO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17469	1	AT_LOGIFLOW_016	ACCESO A LOGIFLOW 016	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO ATRIBUTO	ACTIVO
17469	1	AT_LOGIFLOW_016	ACCESO A LOGIFLOW 016	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO HORARIO	ACTIVO
17469	1	AT_LOGIFLOW_016	ACCESO A LOGIFLOW 016	LOGIFLOW	LOGIFLOW	1	BAJO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17469	1	AT_LOGIFLOW_016	ACCESO A LOGIFLOW 016	LOGIFLOW	LOGIFLOW	1	BAJO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17471	1	AT_LOGIFLOW_018	ACCESO A LOGIFLOW 018	LOGIFLOW	LOGIFLOW	1	BAJO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17471	1	AT_LOGIFLOW_018	ACCESO A LOGIFLOW 018	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO ATRIBUTO	ACTIVO
17471	1	AT_LOGIFLOW_018	ACCESO A LOGIFLOW 018	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO HORARIO	ACTIVO
17471	1	AT_LOGIFLOW_018	ACCESO A LOGIFLOW 018	LOGIFLOW	LOGIFLOW	1	BAJO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17471	1	AT_LOGIFLOW_018	ACCESO A LOGIFLOW 018	LOGIFLOW	LOGIFLOW	1	BAJO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17472	1	AT_LOGIFLOW_019	ACCESO A LOGIFLOW 019	LOGIFLOW	LOGIFLOW	1	BAJO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17472	1	AT_LOGIFLOW_019	ACCESO A LOGIFLOW 019	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO ATRIBUTO	ACTIVO
17472	1	AT_LOGIFLOW_019	ACCESO A LOGIFLOW 019	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO HORARIO	ACTIVO
17472	1	AT_LOGIFLOW_019	ACCESO A LOGIFLOW 019	LOGIFLOW	LOGIFLOW	1	BAJO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17472	1	AT_LOGIFLOW_019	ACCESO A LOGIFLOW 019	LOGIFLOW	LOGIFLOW	1	BAJO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17474	1	AT_LOGIFLOW_021	ACCESO A LOGIFLOW 021	LOGIFLOW	LOGIFLOW	1	ALTO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17474	1	AT_LOGIFLOW_021	ACCESO A LOGIFLOW 021	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO ATRIBUTO	ACTIVO
17474	1	AT_LOGIFLOW_021	ACCESO A LOGIFLOW 021	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO HORARIO	ACTIVO
17474	1	AT_LOGIFLOW_021	ACCESO A LOGIFLOW 021	LOGIFLOW	LOGIFLOW	1	ALTO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17474	1	AT_LOGIFLOW_021	ACCESO A LOGIFLOW 021	LOGIFLOW	LOGIFLOW	1	ALTO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17475	1	AT_LOGIFLOW_022	ACCESO A LOGIFLOW 022	LOGIFLOW	LOGIFLOW	1	BAJO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17475	1	AT_LOGIFLOW_022	ACCESO A LOGIFLOW 022	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO ATRIBUTO	ACTIVO
17475	1	AT_LOGIFLOW_022	ACCESO A LOGIFLOW 022	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO HORARIO	ACTIVO
17475	1	AT_LOGIFLOW_022	ACCESO A LOGIFLOW 022	LOGIFLOW	LOGIFLOW	1	BAJO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17475	1	AT_LOGIFLOW_022	ACCESO A LOGIFLOW 022	LOGIFLOW	LOGIFLOW	1	BAJO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17476	1	AT_LOGIFLOW_023	ACCESO A LOGIFLOW 023	LOGIFLOW	LOGIFLOW	1	BAJO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17476	1	AT_LOGIFLOW_023	ACCESO A LOGIFLOW 023	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO ATRIBUTO	ACTIVO
17476	1	AT_LOGIFLOW_023	ACCESO A LOGIFLOW 023	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO HORARIO	ACTIVO
17476	1	AT_LOGIFLOW_023	ACCESO A LOGIFLOW 023	LOGIFLOW	LOGIFLOW	1	BAJO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17476	1	AT_LOGIFLOW_023	ACCESO A LOGIFLOW 023	LOGIFLOW	LOGIFLOW	1	BAJO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17477	1	AT_LOGIFLOW_024	ACCESO A LOGIFLOW 024	LOGIFLOW	LOGIFLOW	1	BAJO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17477	1	AT_LOGIFLOW_024	ACCESO A LOGIFLOW 024	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO ATRIBUTO	ACTIVO
17477	1	AT_LOGIFLOW_024	ACCESO A LOGIFLOW 024	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO HORARIO	ACTIVO
17477	1	AT_LOGIFLOW_024	ACCESO A LOGIFLOW 024	LOGIFLOW	LOGIFLOW	1	BAJO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17477	1	AT_LOGIFLOW_024	ACCESO A LOGIFLOW 024	LOGIFLOW	LOGIFLOW	1	BAJO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17478	1	AT_LOGIFLOW_025	ACCESO A LOGIFLOW 025	LOGIFLOW	LOGIFLOW	1	ALTO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17478	1	AT_LOGIFLOW_025	ACCESO A LOGIFLOW 025	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO ATRIBUTO	ACTIVO
17478	1	AT_LOGIFLOW_025	ACCESO A LOGIFLOW 025	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO HORARIO	ACTIVO
17478	1	AT_LOGIFLOW_025	ACCESO A LOGIFLOW 025	LOGIFLOW	LOGIFLOW	1	ALTO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17478	1	AT_LOGIFLOW_025	ACCESO A LOGIFLOW 025	LOGIFLOW	LOGIFLOW	1	ALTO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17479	1	AT_LOGIFLOW_026	ACCESO A LOGIFLOW 026	LOGIFLOW	LOGIFLOW	1	ALTO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17479	1	AT_LOGIFLOW_026	ACCESO A LOGIFLOW 026	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO ATRIBUTO	ACTIVO
17479	1	AT_LOGIFLOW_026	ACCESO A LOGIFLOW 026	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO HORARIO	ACTIVO
17479	1	AT_LOGIFLOW_026	ACCESO A LOGIFLOW 026	LOGIFLOW	LOGIFLOW	1	ALTO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17479	1	AT_LOGIFLOW_026	ACCESO A LOGIFLOW 026	LOGIFLOW	LOGIFLOW	1	ALTO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17480	1	AT_LOGIFLOW_027	ACCESO A LOGIFLOW 027	LOGIFLOW	LOGIFLOW	1	BAJO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17480	1	AT_LOGIFLOW_027	ACCESO A LOGIFLOW 027	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO ATRIBUTO	ACTIVO
17480	1	AT_LOGIFLOW_027	ACCESO A LOGIFLOW 027	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO HORARIO	ACTIVO
17480	1	AT_LOGIFLOW_027	ACCESO A LOGIFLOW 027	LOGIFLOW	LOGIFLOW	1	BAJO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17480	1	AT_LOGIFLOW_027	ACCESO A LOGIFLOW 027	LOGIFLOW	LOGIFLOW	1	BAJO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17482	1	AT_LOGIFLOW_029	ACCESO A LOGIFLOW 029	LOGIFLOW	LOGIFLOW	1	BAJO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17482	1	AT_LOGIFLOW_029	ACCESO A LOGIFLOW 029	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO ATRIBUTO	ACTIVO
17482	1	AT_LOGIFLOW_029	ACCESO A LOGIFLOW 029	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO HORARIO	ACTIVO
17482	1	AT_LOGIFLOW_029	ACCESO A LOGIFLOW 029	LOGIFLOW	LOGIFLOW	1	BAJO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17482	1	AT_LOGIFLOW_029	ACCESO A LOGIFLOW 029	LOGIFLOW	LOGIFLOW	1	BAJO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17483	1	AT_LOGIFLOW_030	ACCESO A LOGIFLOW 030	LOGIFLOW	LOGIFLOW	1	ALTO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17483	1	AT_LOGIFLOW_030	ACCESO A LOGIFLOW 030	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO ATRIBUTO	ACTIVO
17483	1	AT_LOGIFLOW_030	ACCESO A LOGIFLOW 030	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO HORARIO	ACTIVO
17483	1	AT_LOGIFLOW_030	ACCESO A LOGIFLOW 030	LOGIFLOW	LOGIFLOW	1	ALTO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17483	1	AT_LOGIFLOW_030	ACCESO A LOGIFLOW 030	LOGIFLOW	LOGIFLOW	1	ALTO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17485	1	AT_LOGIFLOW_032	ACCESO A LOGIFLOW 032	LOGIFLOW	LOGIFLOW	1	ALTO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17485	1	AT_LOGIFLOW_032	ACCESO A LOGIFLOW 032	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO ATRIBUTO	ACTIVO
17485	1	AT_LOGIFLOW_032	ACCESO A LOGIFLOW 032	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO HORARIO	ACTIVO
17485	1	AT_LOGIFLOW_032	ACCESO A LOGIFLOW 032	LOGIFLOW	LOGIFLOW	1	ALTO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17485	1	AT_LOGIFLOW_032	ACCESO A LOGIFLOW 032	LOGIFLOW	LOGIFLOW	1	ALTO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17486	1	AT_LOGIFLOW_033	ACCESO A LOGIFLOW 033	LOGIFLOW	LOGIFLOW	1	BAJO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17486	1	AT_LOGIFLOW_033	ACCESO A LOGIFLOW 033	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO ATRIBUTO	ACTIVO
17486	1	AT_LOGIFLOW_033	ACCESO A LOGIFLOW 033	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO HORARIO	ACTIVO
17486	1	AT_LOGIFLOW_033	ACCESO A LOGIFLOW 033	LOGIFLOW	LOGIFLOW	1	BAJO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17486	1	AT_LOGIFLOW_033	ACCESO A LOGIFLOW 033	LOGIFLOW	LOGIFLOW	1	BAJO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17488	1	AT_LOGIFLOW_035	ACCESO A LOGIFLOW 035	LOGIFLOW	LOGIFLOW	1	ALTO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17488	1	AT_LOGIFLOW_035	ACCESO A LOGIFLOW 035	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO ATRIBUTO	ACTIVO
17488	1	AT_LOGIFLOW_035	ACCESO A LOGIFLOW 035	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO HORARIO	ACTIVO
17488	1	AT_LOGIFLOW_035	ACCESO A LOGIFLOW 035	LOGIFLOW	LOGIFLOW	1	ALTO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17488	1	AT_LOGIFLOW_035	ACCESO A LOGIFLOW 035	LOGIFLOW	LOGIFLOW	1	ALTO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17489	1	AT_LOGIFLOW_036	ACCESO A LOGIFLOW 036	LOGIFLOW	LOGIFLOW	1	ALTO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17489	1	AT_LOGIFLOW_036	ACCESO A LOGIFLOW 036	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO ATRIBUTO	ACTIVO
17489	1	AT_LOGIFLOW_036	ACCESO A LOGIFLOW 036	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO HORARIO	ACTIVO
17489	1	AT_LOGIFLOW_036	ACCESO A LOGIFLOW 036	LOGIFLOW	LOGIFLOW	1	ALTO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17489	1	AT_LOGIFLOW_036	ACCESO A LOGIFLOW 036	LOGIFLOW	LOGIFLOW	1	ALTO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17491	1	AT_LOGIFLOW_038	ACCESO A LOGIFLOW 038	LOGIFLOW	LOGIFLOW	1	ALTO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17491	1	AT_LOGIFLOW_038	ACCESO A LOGIFLOW 038	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO ATRIBUTO	ACTIVO
17491	1	AT_LOGIFLOW_038	ACCESO A LOGIFLOW 038	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO HORARIO	ACTIVO
17491	1	AT_LOGIFLOW_038	ACCESO A LOGIFLOW 038	LOGIFLOW	LOGIFLOW	1	ALTO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17491	1	AT_LOGIFLOW_038	ACCESO A LOGIFLOW 038	LOGIFLOW	LOGIFLOW	1	ALTO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17492	1	AT_LOGIFLOW_039	ACCESO A LOGIFLOW 039	LOGIFLOW	LOGIFLOW	1	ALTO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17492	1	AT_LOGIFLOW_039	ACCESO A LOGIFLOW 039	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO ATRIBUTO	ACTIVO
17492	1	AT_LOGIFLOW_039	ACCESO A LOGIFLOW 039	LOGIFLOW	LOGIFLOW	1	ALTO		CÓDIGO HORARIO	ACTIVO
17492	1	AT_LOGIFLOW_039	ACCESO A LOGIFLOW 039	LOGIFLOW	LOGIFLOW	1	ALTO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17492	1	AT_LOGIFLOW_039	ACCESO A LOGIFLOW 039	LOGIFLOW	LOGIFLOW	1	ALTO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
17494	1	AT_LOGIFLOW_041	ACCESO A LOGIFLOW 041	LOGIFLOW	LOGIFLOW	1	BAJO		CAMBIO DE PASSWORD AL LOGUEARSE	ACTIVO
17494	1	AT_LOGIFLOW_041	ACCESO A LOGIFLOW 041	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO ATRIBUTO	ACTIVO
17494	1	AT_LOGIFLOW_041	ACCESO A LOGIFLOW 041	LOGIFLOW	LOGIFLOW	1	BAJO		CÓDIGO HORARIO	ACTIVO
17494	1	AT_LOGIFLOW_041	ACCESO A LOGIFLOW 041	LOGIFLOW	LOGIFLOW	1	BAJO		ENVÍA MAIL DE CREACIÓN DE USUARIO	ACTIVO
17494	1	AT_LOGIFLOW_041	ACCESO A LOGIFLOW 041	LOGIFLOW	LOGIFLOW	1	BAJO		VALIDAR ATRIBUTOS PERFIL	ACTIVO
